-12.741,-104.47,-3.2468
-16.225,-104.27,-3.4735
-9.6389,-104.37,-7.2652
-13.358,-104.05,-7.6233
-7.3439,-103.19,3.0378
-15.072,-104.05,1.3689
-18.618,-103.6,-0.16521
-20.353,-103.27,-4.9997
-6.5611,-103.6,-7.3195
-18.002,-103.07,-7.8534
-10.034,-103.12,6.0809
-18.266,-102.8,4.186
-21.642,-102.4,3.0513
-7.165,-103.15,-3.0677
-15.742,-101.42,12.523
-13.075,-102.39,9.4332
-22.278,-101.11,5.8616
-9.4844,-101.84,1.1107
-5.2149,-102.64,-0.76115
-21.711,-101.76,-1.0051
-10.423,-101.89,-2.6834
-4.2347,-101.47,-6.6806
-15.976,-101.41,-15.545
-9.778,-101.49,11.465
-18.622,-100.17,10.642
-7.9878,-100.73,8.6996
-25.846,-100.11,4.1631
-12.23,-100.69,4.3738
-15.201,-101.03,2.8189
-1.6949,-100.71,0.75558
-24.408,-100.81,0.92204
-12.739,-101.54,-0.25602
-26.357,-100.42,-2.2207
-14.684,-100.03,-5.6363
-12.467,-99.25,-12.714
-19.7,-100.2,-13.313
-10.574,-101.09,-14.838
-19.759,-100.32,-16.317
-12.845,-100.49,14.021
-7.0089,-99.781,13.555
-4.1989,-99.721,10.141
-2.5484,-100.53,7.1021
-14.888,-100.25,7.7958
-7.8361,-99.814,5.0694
-18.535,-99.786,4.6859
-4.6216,-100.02,4.1032
-28.288,-99.1,1.4894
-3.3081,-99.763,-3.6926
-23.066,-99.134,-2.6155
-20.755,-99.569,-4.3541
-24.207,-99.298,-5.8803
-19.709,-100.21,-7.7529
-8.7558,-99.4,-11.523
-15.907,-99.505,-13.229
-11.194,-99.829,-17.563
-16.094,-99.416,-18.416
-10.383,-98.852,20.334
-13.338,-98.683,18.542
-7.1163,-99.231,18.333
-15.251,-98.875,16.097
-9.6232,-99.196,15.557
-18.12,-99.251,14.88
-21.019,-98.594,13.828
-22.029,-98.419,5.1522
-1.1772,-98.876,3.8859
-5.9927,-99.193,0.63886
-29.477,-98.589,-1.7531
-27.262,-98.755,-5.5331
-14.839,-99.09,-8.9011
-7.1604,-99.874,-9.1928
-6.8272,-98.588,-14.695
-23.937,-99.013,-14.871
-18.996,-97.727,17.255
-6.793,-97.928,6.9872
-24.884,-97.639,4.8339
-14.033,-97.238,0.43512
-0.73331,-98.19,-5.8911
-4.0185,-98.364,-8.4636
-26.992,-97.139,-12.913
-23.24,-97.765,-17.912
-12.771,-96.803,22.111
-5.5121,-97.374,16.322
-1.0192,-97.182,11.196
-8.1341,-97.294,10.586
-19.367,-97.139,10.021
-25.068,-96.459,9.48
-21.795,-96.025,7.432
-0.27085,-96.577,7.0999
-15.735,-96.719,7.1641
-12.945,-96.813,4.1982
-10.862,-97.822,0.15619
-0.46422,-97.115,-1.2937
-21.114,-96.757,-5.5569
-18.292,-95.777,-6.7247
-22.124,-96.937,-8.4336
-15.339,-96.766,-9.6296
-18.918,-96.549,-12.157
-22.943,-96.896,-13.054
-9.5313,-96.764,-18.447
-19.789,-97.174,-17.998
-13.14,-97.211,-18.736
-9.6389,-96.663,24.385
-8.0991,-96.738,21.308
-19.535,-96.363,20.201
-1.7749,-95.979,14.464
-19.983,-95.73,13.835
-4.702,-96.543,12.836
-28.283,-95.456,10.672
-2.398,-96.016,5.6699
-4.7579,-95.16,6.3012
-27.971,-96.308,3.1899
-2.7294,-95.467,2.5602
-16.954,-95.842,1.6483
-30.094,-96.028,0.67809
-8.214,-95.719,-4.4044
-31.203,-95.75,-2.8488
-26.348,-95.837,-4.2261
-4.3338,-95.639,-4.3593
-29.288,-96.875,-5.6546
-24.979,-96.54,-6.8352
-31.478,-95.133,-7.8025
-7.0804,-95.35,-15.103
-26.746,-96.446,-16.085
-16.732,-95.694,-18.45
-16.736,-95.138,23.331
-19.662,-94.42,23.333
-5.5081,-95.599,19.802
-14.123,-95.255,18.761
-16.797,-94.769,19.075
-3.1244,-95.062,17.427
-21.473,-96.115,16.863
-16.164,-95.468,16.222
-22.768,-94.798,10.533
-30.455,-94.926,8.2058
-27.32,-94.997,6.8157
-23.859,-95.255,5.6937
-19.485,-95.257,3.8766
-0.52736,-94.608,-5.1964
-19.336,-94.388,-8.7808
-24.838,-94.502,-11.084
-16.379,-95.244,-11.125
-21.257,-94.585,-11.365
-14.407,-94.455,-15.898
-22.216,-95.053,-20.293
-26.068,-94.857,-19.718
-7.5056,-93.658,26.978
-10.725,-93.99,25.996
-16.92,-94.1,26.671
-7.5068,-93.963,23.107
-25.318,-94.414,12.057
-17.611,-93.435,10.314
