-9.919,-103.92,-6.4361
-7.4117,-102.98,2.6604
-15.42,-103.45,0.65046
-17.224,-102.71,-7.2959
-12.832,-101.85,9.4444
-22.194,-100.59,5.2231
-21.69,-101.68,-1.0883
-4.642,-101.48,-5.5134
-1.7906,-100.1,1.1258
-7.1753,-100.02,13.48
-27.693,-98.795,0.89488
-24.029,-98.934,-5.5679
-15.925,-99.171,-13.102
-16.128,-98.896,-18.406
-13.179,-98.623,18.481
-17.658,-98.796,14.916
-7.7156,-97.939,-14.624
-23.659,-98.509,-15.33
-5.7683,-98.615,6.7517
-1.3122,-96.676,10.711
-21.846,-95.825,7.5287
-15.657,-96.699,7.2347
-11.049,-98.478,0.40343
-18.242,-96.835,-6.9044
-7.877,-96.586,21.082
-18.936,-95.868,20.157
-19.403,-95.155,13.756
-27.929,-94.714,10.061
-2.1652,-95.682,5.547
-17.032,-96.321,2.2708
-4.3583,-95.927,-4.357
-28.955,-96.406,-5.5306
-3.3418,-95.235,17.017
-21.385,-95.184,-11.027
-22.428,-95.198,-20.054
-10.505,-93.569,25.12
-35.877,-93.071,0.20875
-23.736,-93.519,-5.4637
-34.074,-93.67,-7.0554
-27.516,-94.014,-11.426
-30.095,-93.64,-17.674
-14.759,-92.59,26.19
-4.535,-92.017,24.498
-26.239,-90.955,18.217
-31.801,-92.861,5.4639
-26.065,-94.135,3.5427
-30.25,-93.069,-1.3642
-3.1322,-92.395,-8.1859
-6.5883,-92.227,-15.481
-12.305,-93.46,-18.555
-18.979,-91.394,31.372
-19.048,-92.069,25.622
-14.367,-92.465,19.218
-22.741,-91.568,12.204
-5.3455,-92.39,3.9163
-0.19815,-93.084,-1.1823
-8.5636,-93.262,-7.9918
-17.132,-92.271,-17.565
-24.225,-90.171,27.347
-6.8093,-91.04,17.998
-39.276,-90.757,-4.0719
-28.007,-90.365,-19.551
-19.107,-90.143,19.276
-31.481,-89.898,17.223
-8.7527,-88.725,8.0588
-18.779,-91.464,6.9966
-28.976,-91.056,-6.4119
-13.529,-89.267,-11.682
-6.4325,-88.042,32.615
-3.4415,-88.661,14.326
-26.783,-88.82,14.198
-0.46125,-88.38,8.3643
-26.183,-88.319,8.0956
-3.9784,-88.614,7.0092
-3.5064,-89.25,-5.0047
-35.218,-89.709,-4.9598
-4.3275,-88.228,-12.518
-32.345,-89.495,-12.949
-21.38,-89.942,-18.308
