-1.7735,1.5028
-0.45025,-0.40196
0.59998,1.3031
0.066839,-1.9173
1.1306,0.32429
-1.0894,-0.66754
0.9541,0.83667
-0.93741,-1.1821
1.0985,0.56999
-1.2952,-0.87524
0.60369,0.70784
-0.19384,-0.76355
1.2902,1.0341
-1.6727,-1.9213
-0.18496,-1.1013
0.60417,0.08894
0.13827,0.08523
1.0646,0.57548
-0.87422,-0.4877
1.2,1.012
-1.5849,-1.7133
0.010175,-0.57845
0.5212,0.35338
0.3515,-0.060961
0.77817,0.72784
-0.070028,-0.66308
1.2843,1.0761
-1.6158,-1.9957
-0.041018,-1.2233
0.548,0.03555
0.2877,0.12108
0.87404,0.48311
-0.31856,-0.2116
1.399,0.95886
-2.0833,-1.645
-1.3976,-0.76567
-0.55221,0.12673
0.68522,0.48789
-0.13634,-0.12619
1.2914,0.90047
-1.6594,-1.3974
-0.15016,-0.043294
0.59424,0.29327
0.16795,0.15268
1.0307,0.56576
-0.76905,-0.43089
1.2858,1.0242
-1.8305,-1.7926
-0.62487,-0.91764
0.523,0.12145
0.15778,0.12719
1.0201,0.54161
-0.7426,-0.38761
1.3033,1.0234
-1.8808,-1.791
-0.77001,-0.94951
0.41156,0.06153
0.30066,0.21209
0.81592,0.39102
-0.1734,-0.0054281
1.3464,0.81242
-1.8564,-1.1886
-0.68341,0.19908
0.48146,0.36128
0.21263,0.17805
0.94697,0.54664
-0.52793,-0.34386
1.397,1.018
-2.1394,-1.8357
-1.5943,-1.2445
-1.0146,-0.57936
0.23962,0.4226
0.46607,-0.032417
0.51548,0.70006
0.49843,-0.44371
0.54313,1.0606
0.45843,-1.3069
0.61923,1.1118
0.30174,-1.7428
0.87679,0.66542
-0.32119,-1.1051
1.4,0.81553
-2.0879,-1.5611
-1.4131,-0.62396
-0.58583,0.26746
0.66692,0.45204
-0.10815,-0.017807
1.2721,0.82361
-1.5871,-1.1695
0.026339,0.33514
0.50805,-0.011624
0.3796,0.64511
0.73295,-0.26389
0.040214,0.9216
1.1929,-0.5977
-1.2886,1.2382
0.64429,-0.15589
-0.27255,1.0216
1.3235,-0.51081
-1.8079,1.2129
-0.54767,0.35624
0.5638,0.91958
0.10645,-0.78093
1.0837,1.1451
-0.939,-2.0481
1.1355,-0.76648
-1.406,0.42892
0.39608,0.65383
0.13381,-0.15561
1.0067,0.92327
-0.7126,-1.2584
1.321,0.60033
-1.9314,-1.0788
-0.92099,0.28322
0.25132,0.43168
0.47977,0.20897
0.49591,0.44436
0.53678,0.056114
0.46922,0.60283
0.59935,-0.22389
0.34389,0.89211
0.81252,-0.74527
-0.15237,1.2515
1.3368,-1.2255
-1.8171,1.5685
-0.57046,-0.33559
0.55224,1.3267
0.12107,-1.9132
1.0662,0.37888
-0.88383,-0.73152
1.1906,0.84082
-1.5583,-1.369
0.071654,0.037423
0.47892,0.19549
0.44346,0.34242
0.62453,0.21831
0.28674,0.3562
0.89826,0.27222
-0.37971,0.18693
1.4084,0.70626
-2.1351,-0.92551
-1.5757,0.48776
-0.96789,0.65921
0.30367,0.63917
0.39805,-0.0098967
0.64367,0.75967
0.23468,-0.62593
0.96952,1.1171
-0.58124,-1.8362
1.3837,-0.085908
-2.1083,-0.10269
-1.4888,1.0693
-0.75676,0.3817
0.53971,0.94522
0.088111,-0.80905
1.0936,1.1449
-0.97321,-2.0642
1.098,-0.83017
-1.3046,0.44052
0.58588,0.58236
-0.16233,-0.13764
1.273,0.93851
-1.6061,-1.4804
-0.020307,-0.15431
0.53693,0.30565
0.31408,0.12497
0.83539,0.55241
-0.21595,-0.31229
1.3669,0.9964
-1.9401,-1.7475
-0.9344,-0.89679
0.23364,0.076094
0.49735,0.26177
0.46044,0.26635
0.60217,0.32994
0.3358,0.19189
0.82483,0.48201
-0.18408,-0.16465
1.3531,0.92366
-1.8827,-1.5094
-0.7606,-0.36611
0.41854,0.41133
0.29254,-0.033631
0.82883,0.73508
-0.20662,-0.70025
1.362,1.0558
-1.9203,-2.0147
-0.87397,-1.5253
0.30473,-0.71179
0.4248,0.44615
0.60224,-0.18969
0.32497,0.81804
0.84,-0.5838
-0.22381,1.1728
1.3706,-0.9572
-1.9553,1.5156
-0.98159,-0.032314
0.17308,1.34
0.55244,-1.5028
0.34375,1.1148
0.79865,-1.5841
-0.11981,1.1293
1.3176,-1.2593
-1.7421,1.5226
-0.36343,-0.35196
0.61644,1.303
0.060698,-1.9171
1.1409,0.31981
-1.1222,-0.6641
0.90868,0.83377
-0.82893,-1.1445
1.1972,0.65105
-1.5628,-1.0813
0.062932,0.41682
0.48517,-0.095905
0.4302,0.7504
0.64777,-0.5008
0.23602,1.104
0.96913,-1.173
-0.57982,1.3838
1.3842,-1.2303
-2.1096,1.6276
-1.4933,-0.11541
-0.7672,1.4708
0.53009,-0.90425
0.10238,1.3857
1.0775,-1.8052
-0.92202,1.2237
1.1529,-0.81618
-1.4534,1.4329
0.30011,-0.36688
0.25718,1.2503
0.8388,-1.4719
-0.24125,1.2635
1.3749,-1.3893
-1.9757,1.5734
-1.0456,-0.22543
0.083927,1.3735
0.6218,-1.5552
0.1843,1.1245
1.0212,-1.4905
-0.73751,1.3146
1.3074,-1.045
-1.8931,1.5617
-0.80627,-0.19111
0.3772,1.3409
0.34224,-1.7427
0.74823,0.76163
-0.0049427,-1.2154
1.2323,0.88296
-1.4269,-1.641
0.381,-0.36993
0.15037,0.32628
0.98529,0.18807
-0.64907,0.27041
1.3546,0.71717
-2.0274,-0.89256
-1.2212,0.56419
-0.20185,0.4448
0.74546,0.48613
-0.16199,-0.057189
1.3207,0.86863
-1.7653,-1.3203
-0.42729,0.032157
0.60577,0.33859
0.062472,0.108
1.1361,0.65201
-1.1074,-0.67258
0.92947,0.92966
-0.87812,-1.3728
1.1554,0.38661
-1.4481,-0.62129
0.31243,0.85057
0.24213,-0.76464
0.8611,1.1491
-0.30019,-1.8684
1.393,0.076419
-2.0566,-0.34575
-1.3081,0.95672
-0.3672,0.30047
0.74662,0.81711
-0.21417,-0.71278
1.3397,1.0766
-1.8458,-2.0559
-0.65382,-1.5654
0.50257,-0.65726
0.18513,0.45187
0.98449,-0.06939
-0.63647,0.64
1.3613,0.30262
-2.0469,0.045515
-1.2847,1.2334
-0.3206,0.040761
0.75152,1.0731
-0.21117,-1.3545
1.3403,0.77
-1.8467,-1.4909
-0.6565,-0.35557
0.50073,0.4131
0.18754,-0.069769
0.98128,0.78508
-0.62705,-0.90978
1.3654,0.89954
-2.0581,-1.6821
-1.3215,-0.8525
-0.39301,0.048632
0.74192,0.46136
-0.21144,-0.13368
1.3375,0.90836
-1.8373,-1.4513
-0.62927,-0.23148
0.51867,0.41891
0.16417,-0.049038
1.0121,0.77641
-0.71831,-0.90482
1.3186,0.8784
-1.9251,-1.5966
-0.90181,-0.58566
0.27419,0.32209
0.45665,0.078615
0.5415,0.56413
0.44888,-0.19232
0.63446,0.87581
0.26853,-0.90502
0.92477,1.1445
-0.45316,-1.9518
1.409,-0.18341
-2.1593,-0.016778
-1.662,1.0913
-1.1919,0.52049
-0.042858,1.0556
0.67635,-0.54773
0.035109,1.2176
1.1801,-1.2594
-1.2501,1.4908
0.71012,-0.79993
-0.39885,1.4251
1.3511,-1.3787
-1.94,1.6121
-0.93901,-0.31917
0.22837,1.3636
0.50228,-1.6967
0.45029,0.92362
0.62039,-1.324
0.29701,1.1351
0.88345,-1.5364
-0.33928,1.2161
1.4033,-1.2282
-2.1051,1.585
-1.4718,-0.057389
-0.71766,1.4637
0.57391,-0.92197
0.036492,1.3932
1.1483,-1.765
-1.1519,1.3066
0.86498,-0.73381
-0.72797,1.3806
1.2676,-0.95087
-1.758,1.5488
-0.42281,-0.28394
0.60848,1.3057
0.058513,-1.8963
